Título da Revista;ISSN;Homepage;Aims and Scope: ;Aims and Scope (translate);Área;Subárea;Sub-subárea;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
JOURNAL OF INTERPERSONAL VIOLENCE;0886-2605;http://jiv.sagepub.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Vegetais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20INTERPERSONAL%20VIOLENCE&btnG=
JOURNAL OF INTERVENTION AND STATEBUILDING;1750-2977;https://www.tandfonline.com/toc/risb20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20INTERVENTION%20AND%20STATEBUILDING&btnG=
JOURNAL OF INVESTIGATIVE MEDICINE;1081-5589;https://journals.sagepub.com/home/imja;;;Outras / Não Classificado;Geral / Multidisciplinar;Gerontologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20INVESTIGATIVE%20MEDICINE&btnG=
JOURNAL OF ISAKOS JOINT DISORDERS & ORTHOPAEDIC SPORTS MEDICINE;2059-7754;https://www.sciencedirect.com/journal/journal-of-isakos;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ISAKOS%20JOINT%20DISORDERS%20%26%20ORTHOPAEDIC%20SPORTS%20MEDICINE&btnG=
JOURNAL OF ISLAMIC MANUSCRIPTS;1878-4631;http://www.brill.nl/jim;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ISLAMIC%20MANUSCRIPTS&btnG=
JOURNAL OF ISLAMIC MARKETING;1759-0833;http://www.emeraldinsight.com/journals.htm?issn=1759-0833;;;Outras / Não Classificado;Geral / Multidisciplinar;Criminologia e Penologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ISLAMIC%20MARKETING&btnG=
JOURNAL OF JAPANESE PHILOSOPHY;2327-0195;https://muse.jhu.edu/journals/journal_of_japanese_philosophy;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20JAPANESE%20PHILOSOPHY&btnG=
JOURNAL OF JAPANESE STUDIES;0095-6848;http://depts.washington.edu/jjs/;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20JAPANESE%20STUDIES&btnG=
JOURNAL OF JEWISH EDUCATION;1524-4113;https://www.tandfonline.com/toc/ujje20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20JEWISH%20EDUCATION&btnG=
JOURNAL OF JEWISH STUDIES;0022-2097;http://www.jjs-online.net;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20JEWISH%20STUDIES&btnG=
JOURNAL OF JEWISH THOUGHT & PHILOSOPHY;1053-699X;http://www.ingentaconnect.com/content/brill/gjtp;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20JEWISH%20THOUGHT%20%26%20PHILOSOPHY&btnG=
JOURNAL OF JUDICIAL ADMINISTRATION;1036-7918;;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20JUDICIAL%20ADMINISTRATION&btnG=
JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS;0218-2165;http://www.worldscinet.com/jktr/jktr.shtml;;;Outras / Não Classificado;Geral / Multidisciplinar;Energia e Combustíveis;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20KNOT%20THEORY%20AND%20ITS%20RAMIFICATIONS&btnG=
JOURNAL OF KNOWLEDGE MANAGEMENT;1367-3270;http://www.emeraldinsight.com/info/journals/jkm/jkm.jsp;;;Outras / Não Classificado;Geral / Multidisciplinar;Aplicada, Inteligência Artificial, Física, Ciência da Computação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20KNOWLEDGE%20MANAGEMENT&btnG=
JOURNAL OF KOREA TRADE;1229-828X;;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20KOREA%20TRADE&btnG=
JOURNAL OF KOREAN RELIGIONS;2093-7288;http://muse.jhu.edu/journals/jkr;;;Outras / Não Classificado;Geral / Multidisciplinar;Genética e Hereditariedade;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20KOREAN%20RELIGIONS&btnG=
JOURNAL OF KOREAN SOCIETY FOR ATMOSPHERIC ENVIRONMENT;1598-7132;http://www.jekosae.or.kr/;;;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20KOREAN%20SOCIETY%20FOR%20ATMOSPHERIC%20ENVIRONMENT&btnG=
JOURNAL OF KOREAN STUDIES;0731-1613;http://jsis.washington.edu/korea/jks;Aims and Scope: Published by Korean Society for Journalism and Communication Studies. Focuses on academic publications in Korean Journal of Journalism & Communication Studies.;Aims and Scope: Published by Korean Society for Journalism and Communication Studies. Focuses on academic publications in Korean Journal of Journalism & Communication Studies.;Outras / Não Classificado;Geral / Multidisciplinar;Química, Engenharia, Mecânica, Termodinâmica, Energia e Combustíveis, Engenharia;Web of Science;6;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20KOREAN%20STUDIES&btnG=
JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS;0362-4803;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1344;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciência do Solo;Web of Science;2,7;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LABELLED%20COMPOUNDS%20%26%20RADIOPHARMACEUTICALS&btnG=
JOURNAL OF LABORATORY PHYSICIANS;0974-2727;https://doi.org/10.1055/s-00044881;Aims and Scope: Published by Scientific Scholar. Focuses on scholarly research in the field of Journal of Laboratory Physicians.;Aims and Scope: Published by Scientific Scholar. Focuses on scholarly research in the field of Journal of Laboratory Physicians.;Outras / Não Classificado;Geral / Multidisciplinar;Química, Engenharia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LABORATORY%20PHYSICIANS&btnG=
JOURNAL OF LANDSCAPE ARCHITECTURE;1862-6033;https://www.tandfonline.com/toc/rjla20/current;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Landscape Architecture.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Landscape Architecture.;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Teoria e Métodos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LANDSCAPE%20ARCHITECTURE&btnG=
JOURNAL OF LANGUAGE AGGRESSION AND CONFLICT;2213-1272;http://www.ingentaconnect.com/content/jbp/jlac;Aims and Scope: Published by John Benjamins Publishing Company. Focuses on scholarly research in the field of Journal of Language Aggression and Conflict.;Aims and Scope: Published by John Benjamins Publishing Company. Focuses on scholarly research in the field of Journal of Language Aggression and Conflict.;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LANGUAGE%20AGGRESSION%20AND%20CONFLICT&btnG=
JOURNAL OF LANGUAGE AND LITERACY EDUCATION;1559-9035;http://jolle.coe.uga.edu/;Aims and Scope: Published by Universitas Negeri Padang. Focuses on academic publications in JLEL Journal Of Language Education and Literacy.;Aims and Scope: Published by Universitas Negeri Padang. Focuses on academic publications in JLEL Journal Of Language Education and Literacy.;Outras / Não Classificado;Geral / Multidisciplinar;Geociências, Multidisciplinar;Web of Science;1,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LANGUAGE%20AND%20LITERACY%20EDUCATION&btnG=
JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY;0261-927X;http://jls.sagepub.com/;Aims and Scope: Published by SAGE Publications. Focuses on scholarly research in the field of Journal of Language and Social Psychology.;Aims and Scope: Published by SAGE Publications. Focuses on scholarly research in the field of Journal of Language and Social Psychology.;Outras / Não Classificado;Geral / Multidisciplinar;Sensoriamento Remoto;Web of Science;2,3;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LANGUAGE%20AND%20SOCIAL%20PSYCHOLOGY&btnG=
JOURNAL OF LANGUAGE CONTACT;1877-4091;http://webapp6.rrz.uni-hamburg.de/ISNLC/JLC/;Aims and Scope: Published by Walter de Gruyter GmbH (Brill). Focuses on scholarly research in the field of Journal of Language Contact.;Aims and Scope: Published by Walter de Gruyter GmbH (Brill). Focuses on scholarly research in the field of Journal of Language Contact.;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LANGUAGE%20CONTACT&btnG=
JOURNAL OF LANGUAGE LITERATURE AND CULTURE;2051-2856;https://www.tandfonline.com/toc/yjli20/current;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Language Literature and Culture.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Language Literature and Culture.;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Teoria e Métodos, Ciências Multidisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LANGUAGE%20LITERATURE%20AND%20CULTURE&btnG=
JOURNAL OF LAPAROENDOSCOPIC & ADVANCED SURGICAL TECHNIQUES;1092-6429;http://www.liebertonline.com/lap;Aims and Scope: Published by SAGE Publications. Focuses on scholarly research in the field of Journal of Laparoendoscopic & Advanced Surgical Techniques.;Aims and Scope: Published by SAGE Publications. Focuses on scholarly research in the field of Journal of Laparoendoscopic & Advanced Surgical Techniques.;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Multidisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LAPAROENDOSCOPIC%20%26%20ADVANCED%20SURGICAL%20TECHNIQUES&btnG=
JOURNAL OF LASERS IN MEDICAL SCIENCES;2008-9783;http://www.jlasers.com;Aims and Scope: Published by Maad Rayan Publishing Company. Focuses on scholarly research in the field of Journal of lasers in medical sciences.;Aims and Scope: Published by Maad Rayan Publishing Company. Focuses on scholarly research in the field of Journal of lasers in medical sciences.;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação Elétrica e Eletrônica, Telecomunicações, Sistemas de Informação, Engenharia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LASERS%20IN%20MEDICAL%20SCIENCES&btnG=
JOURNAL OF LATIN AMERICAN AND CARIBBEAN ANTHROPOLOGY;1935-4932;https://anthrosource.onlinelibrary.wiley.com/journal/19354940;Aims and Scope: Published by Wiley (Blackwell Publishing). Focuses on scholarly research in the field of The Journal of Latin American and Caribbean Anthropology.;Aims and Scope: Published by Wiley (Blackwell Publishing). Focuses on scholarly research in the field of The Journal of Latin American and Caribbean Anthropology.;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LATIN%20AMERICAN%20AND%20CARIBBEAN%20ANTHROPOLOGY&btnG=
JOURNAL OF LATIN AMERICAN GEOGRAPHY;1545-2476;http://utpress.utexas.edu/index.php/journals/journal-of-latin-american-geography;Aims and Scope: Published by Project MUSE. Focuses on academic publications in Journal of Latin American Geography.;Aims and Scope: Published by Project MUSE. Focuses on academic publications in Journal of Latin American Geography.;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais, Interdisciplinares;Web of Science;0,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LATIN%20AMERICAN%20GEOGRAPHY&btnG=
JOURNAL OF LAW AND COURTS;2164-6570;http://www.jstor.org/journal/jlawcourts;Aims and Scope: Published by Cambridge University Press. Focuses on scholarly research in the field of Journal of Law and Courts.;Aims and Scope: Published by Cambridge University Press. Focuses on scholarly research in the field of Journal of Law and Courts.;Outras / Não Classificado;Geral / Multidisciplinar;Urologia e Nefrologia;Web of Science;1,2;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LAW%20AND%20COURTS&btnG=
JOURNAL OF LAW AND MEDICINE;1320-159X;;Aims and Scope: Published by Purnama Media. Focuses on scholarly research in the field of Journal of law and medicine.;Aims and Scope: Published by Purnama Media. Focuses on scholarly research in the field of Journal of law and medicine.;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;0,3;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LAW%20AND%20MEDICINE&btnG=
JOURNAL OF LAW AND POLITICAL SCIENCES;2222-7288;;Aims and Scope: Published by Premier Publishing s.r.o.. Focuses on academic publications in European Journal of Law and Political Sciences.;Aims and Scope: Published by Premier Publishing s.r.o.. Focuses on academic publications in European Journal of Law and Political Sciences.;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;0,3;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LAW%20AND%20POLITICAL%20SCIENCES&btnG=
JOURNAL OF LAW AND SOCIAL DEVIANCE;2165-5219;;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LAW%20AND%20SOCIAL%20DEVIANCE&btnG=
JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES;1548-0518;http://jlo.sagepub.com/;Aims and Scope: Published by SAGE Publications. Focuses on scholarly research in the field of Journal of Leadership & Organizational Studies.;Aims and Scope: Published by SAGE Publications. Focuses on scholarly research in the field of Journal of Leadership & Organizational Studies.;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LEADERSHIP%20%26%20ORGANIZATIONAL%20STUDIES&btnG=
JOURNAL OF LEISURE RESEARCH;0022-2216;https://www.tandfonline.com/toc/ujlr20/current;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Leisure Research.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Leisure Research.;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Geológica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LEISURE%20RESEARCH&btnG=
JOURNAL OF LEVANTINE STUDIES;2222-9973;http://www.levantinestudies.org;;;Outras / Não Classificado;Geral / Multidisciplinar;Ortopedia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LEVANTINE%20STUDIES&btnG=
JOURNAL OF LGBTQ ISSUES IN COUNSELING;2692-4951;https://www.tandfonline.com/toc/wlco21/current;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of LGBTQ Issues in Counseling.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of LGBTQ Issues in Counseling.;Outras / Não Classificado;Geral / Multidisciplinar;Ciências do Esporte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LGBTQ%20ISSUES%20IN%20COUNSELING&btnG=
JOURNAL OF LIBRARY ADMINISTRATION;0193-0826;http://www.tandfonline.com/action/aboutThisJournal?journalCode=wjla20;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Library Administration.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Journal of Library Administration.;Outras / Não Classificado;Geral / Multidisciplinar;Doenças Infecciosas;Web of Science;0,4;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LIBRARY%20ADMINISTRATION&btnG=
JOURNAL OF LIE THEORY;0949-5932;http://www.heldermann.de/jlt/jltcon.htm;Aims and Scope: Published by MathDoc/Centre Mersenne. Focuses on scholarly research in the field of Journal of Lie Theory.;Aims and Scope: Published by MathDoc/Centre Mersenne. Focuses on scholarly research in the field of Journal of Lie Theory.;Outras / Não Classificado;Geral / Multidisciplinar;Neurologia Clínica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20LIE%20THEORY&btnG=
