Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
JOURNAL OF OPTOELECTRONIC AND BIOMEDICAL MATERIALS;2066-0049;;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Teoria e Métodos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OPTOELECTRONIC%20AND%20BIOMEDICAL%20MATERIALS&btnG=
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS;1454-4164;http://inoe.inoe.ro/Journal.html;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OPTOELECTRONICS%20AND%20ADVANCED%20MATERIALS&btnG=
JOURNAL OF ORAL & FACIAL PAIN AND HEADACHE;2333-0384;https://www.quintessence-publishing.com/usa/en/journal/journal-of-oral-facial-pain-and-headache/2023/04;;;Outras / Não Classificado;Geral / Multidisciplinar;Ortopedia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORAL%20%26%20FACIAL%20PAIN%20AND%20HEADACHE&btnG=
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY MEDICINE AND PATHOLOGY;2212-5558;https://www.journals.elsevier.com/journal-of-oral-and-maxillofacial-surgery-medicine-and-pathology;;;Outras / Não Classificado;Geral / Multidisciplinar;Geociências, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORAL%20AND%20MAXILLOFACIAL%20SURGERY%20MEDICINE%20AND%20PATHOLOGY&btnG=
JOURNAL OF ORAL BIOSCIENCES;1349-0079;https://www.journals.elsevier.com/journal-of-oral-biosciences;;;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Geológica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORAL%20BIOSCIENCES&btnG=
JOURNAL OF ORAL IMPLANTOLOGY;0160-6972;http://www.joionline.org/orimonline/?request=index-html;;;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORAL%20IMPLANTOLOGY&btnG=
JOURNAL OF ORAL PATHOLOGY & MEDICINE;0904-2512;https://onlinelibrary.wiley.com/journal/16000714;;;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Geológica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORAL%20PATHOLOGY%20%26%20MEDICINE&btnG=
JOURNAL OF ORAL REHABILITATION;0305-182X;https://onlinelibrary.wiley.com/journal/13652842;;;Outras / Não Classificado;Geral / Multidisciplinar;Multidisciplinar, Física;Web of Science;0,4;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORAL%20REHABILITATION&btnG=
JOURNAL OF ORGANIZATIONAL BEHAVIOR;0894-3796;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1379;;;Outras / Não Classificado;Geral / Multidisciplinar;Negócios, Estudos Ambientais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORGANIZATIONAL%20BEHAVIOR&btnG=
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT;0160-8061;https://www.tandfonline.com/toc/worg20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Negócios;Web of Science;1,2;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORGANIZATIONAL%20BEHAVIOR%20MANAGEMENT&btnG=
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT;0953-4814;http://info.emeraldinsight.com/products/journals/journals.htm?id=jocm;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORGANIZATIONAL%20CHANGE%20MANAGEMENT&btnG=
JOURNAL OF ORGANIZATIONAL EFFECTIVENESS-PEOPLE AND PERFORMANCE;2051-6614;http://www.emeraldinsight.com/journals.htm?issn=2051-6614;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Medievais e Renascentistas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORGANIZATIONAL%20EFFECTIVENESS-PEOPLE%20AND%20PERFORMANCE&btnG=
JOURNAL OF ORGANIZATIONAL ETHNOGRAPHY;2046-6749;http://www.emeraldinsight.com/products/journals/journals.htm?id=JOE;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional, História das Ciências Sociais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORGANIZATIONAL%20ETHNOGRAPHY&btnG=
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY;0190-6011;http://www.jospt.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORTHOPAEDIC%20%26%20SPORTS%20PHYSICAL%20THERAPY&btnG=
JOURNAL OF ORTHOPAEDIC RESEARCH;1554-527X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-527X;;;Outras / Não Classificado;Geral / Multidisciplinar;Língua e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORTHOPAEDIC%20RESEARCH&btnG=
JOURNAL OF ORTHOPAEDIC SURGERY;1022-5536;http://www.josonline.org/index.php/JOS;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORTHOPAEDIC%20SURGERY&btnG=
JOURNAL OF ORTHOPAEDICS;0972-978X;https://www.journals.elsevier.com/journal-of-orthopaedics;;;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20ORTHOPAEDICS&btnG=
JOURNAL OF OSTEOPATHIC MEDICINE;2702-3648;;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OSTEOPATHIC%20MEDICINE&btnG=
JOURNAL OF OUTDOOR RECREATION AND TOURISM-RESEARCH PLANNING AND MANAGEMENT;2213-0780;https://www.journals.elsevier.com/journal-of-outdoor-recreation-and-tourism;;;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OUTDOOR%20RECREATION%20AND%20TOURISM-RESEARCH%20PLANNING%20AND%20MANAGEMENT&btnG=
JOURNAL OF PAEDIATRICS AND CHILD HEALTH;1034-4810;https://onlinelibrary.wiley.com/journal/14401754;;;Outras / Não Classificado;Geral / Multidisciplinar;Arte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PAEDIATRICS%20AND%20CHILD%20HEALTH&btnG=
JOURNAL OF PAIN & PALLIATIVE CARE PHARMACOTHERAPY;1536-0288;http://informahealthcare.com/journal/ppc;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PAIN%20%26%20PALLIATIVE%20CARE%20PHARMACOTHERAPY&btnG=
JOURNAL OF PALEONTOLOGY;0022-3360;https://www.cambridge.org/core/journals/journal-of-paleontology;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Étnicos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PALEONTOLOGY&btnG=
JOURNAL OF PALESTINE STUDIES;0377-919X;http://www.palestine-studies.org/jps;;;Outras / Não Classificado;Geral / Multidisciplinar;Relações Internacionais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PALESTINE%20STUDIES&btnG=
JOURNAL OF PALLIATIVE MEDICINE;1096-6218;http://www.liebertpub.com/jpm;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PALLIATIVE%20MEDICINE&btnG=
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING;0743-7315;https://www.journals.elsevier.com/journal-of-parallel-and-distributed-computing;;;Outras / Não Classificado;Geral / Multidisciplinar;Abuso de substâncias;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PARALLEL%20AND%20DISTRIBUTED%20COMPUTING&btnG=
JOURNAL OF PARASITOLOGY;0022-3395;http://amsocparasit.org/journal/overview;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PARASITOLOGY&btnG=
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION;0148-6071;https://aspenjournals.onlinelibrary.wiley.com/journal/19412444;;;Outras / Não Classificado;Geral / Multidisciplinar;Ética médica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PARENTERAL%20AND%20ENTERAL%20NUTRITION&btnG=
JOURNAL OF PASTORAL CARE & COUNSELING;1542-3050;https://us.sagepub.com/en-us/nam/journal/journal-pastoral-care-counseling;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos da Família;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PASTORAL%20CARE%20%26%20COUNSELING&btnG=
JOURNAL OF PATHOLOGY;0022-3417;https://onlinelibrary.wiley.com/journal/10969896;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PATHOLOGY&btnG=
JOURNAL OF PEACE EDUCATION;1740-0201;https://www.tandfonline.com/toc/cjpe20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais, Interdisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEACE%20EDUCATION&btnG=
JOURNAL OF PEACE RESEARCH;0022-3433;http://jpr.sagepub.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema respiratório;Web of Science;1,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEACE%20RESEARCH&btnG=
JOURNAL OF PEDIATRIC AND ADOLESCENT GYNECOLOGY;1083-3188;https://www.journals.elsevier.com/journal-of-pediatric-and-adolescent-gynecology;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação, Disciplinas Científicas;Web of Science;0,9;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20AND%20ADOLESCENT%20GYNECOLOGY&btnG=
JOURNAL OF PEDIATRIC EMERGENCY AND INTENSIVE CARE MEDICINE;2717-9206;;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20EMERGENCY%20AND%20INTENSIVE%20CARE%20MEDICINE&btnG=
JOURNAL OF PEDIATRIC INFECTION;1307-1068;http://www.cocukenfeksiyon.org;;;Outras / Não Classificado;Geral / Multidisciplinar;Oncologia;Web of Science;2;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20INFECTION&btnG=
JOURNAL OF PEDIATRIC INTENSIVE CARE;2146-4618;http://content.iospress.com/journals/journal-of-pediatric-intensive-care/;;;Outras / Não Classificado;Geral / Multidisciplinar;Oncologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20INTENSIVE%20CARE&btnG=
JOURNAL OF PEDIATRIC NEUROSCIENCES;1817-1745;http://www.pediatricneurosciences.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Física, Química;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20NEUROSCIENCES&btnG=
JOURNAL OF PEDIATRIC NURSING-NURSING CARE OF CHILDREN & FAMILIES;0882-5963;https://www.journals.elsevier.com/journal-of-pediatric-nursing;;;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar, Ciência Política;Web of Science;1,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20NURSING-NURSING%20CARE%20OF%20CHILDREN%20%26%20FAMILIES&btnG=
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS;0191-3913;https://www.healio.com/ophthalmology/journals/jpos;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;1,1;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20OPHTHALMOLOGY%20%26%20STRABISMUS&btnG=
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B;1060-152X;http://journals.lww.com/jpo-b;;;Outras / Não Classificado;Geral / Multidisciplinar;Língua e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20ORTHOPAEDICS-PART%20B&btnG=
JOURNAL OF PEDIATRIC SURGERY;0022-3468;https://www.journals.elsevier.com/journal-of-pediatric-surgery;;;Outras / Não Classificado;Geral / Multidisciplinar;Aplicado, Ciência de Polímeros, Química;Web of Science;6,5;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRIC%20SURGERY&btnG=
JOURNAL OF PEDIATRICS;0022-3476;https://www.sciencedirect.com/journal/the-journal-of-pediatrics;;;Outras / Não Classificado;Geral / Multidisciplinar;Química, Energia e Combustíveis, Engenharia;Web of Science;7,5;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEDIATRICS&btnG=
JOURNAL OF PEER LEARNING;2200-2359;;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;5,7;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEER%20LEARNING&btnG=
JOURNAL OF PENTECOSTAL THEOLOGY;0966-7369;http://www.brill.com/journal-pentecostal-theology;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PENTECOSTAL%20THEOLOGY&btnG=
JOURNAL OF PEPTIDE SCIENCE;1075-2617;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1387;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PEPTIDE%20SCIENCE&btnG=
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES;0887-3828;http://books.google.com/books?id=lS5IAQAAIAAJ;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;1,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PERFORMANCE%20OF%20CONSTRUCTED%20FACILITIES&btnG=
JOURNAL OF PERIODONTOLOGY;0022-3492;https://aap.onlinelibrary.wiley.com/journal/19433670;;;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PERIODONTOLOGY&btnG=
JOURNAL OF PERSONAL SELLING & SALES MANAGEMENT;0885-3134;http://www.jpssm.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PERSONAL%20SELLING%20%26%20SALES%20MANAGEMENT&btnG=
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY;0022-3514;http://www.apa.org/pubs/journals/psp/;;;Outras / Não Classificado;Geral / Multidisciplinar;Dermatologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PERSONALITY%20AND%20SOCIAL%20PSYCHOLOGY&btnG=
JOURNAL OF PERSONALITY ASSESSMENT;0022-3891;http://www.tandfonline.com/action/journalInformation?journalCode=hjpa20;;;Outras / Não Classificado;Geral / Multidisciplinar;Endocrinologia e Metabolismo;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PERSONALITY%20ASSESSMENT&btnG=
JOURNAL OF PERSONNEL PSYCHOLOGY;1866-5888;http://www.hogrefe.com/periodicals/journal-of-personnel-psychology/;;;Outras / Não Classificado;Geral / Multidisciplinar;Gastroenterologia e Hepatologia;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PERSONNEL%20PSYCHOLOGY&btnG=
JOURNAL OF PETROLOGY;0022-3530;http://petrology.oxfordjournals.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;Urologia e Nefrologia;Web of Science;0,9;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PETROLOGY&btnG=
JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS;0731-7085;https://www.journals.elsevier.com/journal-of-pharmaceutical-and-biomedical-analysis;;;Outras / Não Classificado;Geral / Multidisciplinar;Neurologia Clínica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHARMACEUTICAL%20AND%20BIOMEDICAL%20ANALYSIS&btnG=
JOURNAL OF PHARMACEUTICAL HEALTH SERVICES RESEARCH;1759-8885;https://academic.oup.com/jphsr;;;Outras / Não Classificado;Geral / Multidisciplinar;Oncologia;Web of Science;0,6;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHARMACEUTICAL%20HEALTH%20SERVICES%20RESEARCH&btnG=
JOURNAL OF PHARMACEUTICAL SCIENCES;0022-3549;https://www.sciencedirect.com/journal/journal-of-pharmaceutical-sciences;;;Outras / Não Classificado;Geral / Multidisciplinar;Ortopedia;Web of Science;0,6;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHARMACEUTICAL%20SCIENCES&btnG=
JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS;1056-8719;https://www.journals.elsevier.com/journal-of-pharmacological-and-toxicological-methods;;;Outras / Não Classificado;Geral / Multidisciplinar;Patologia;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHARMACOLOGICAL%20AND%20TOXICOLOGICAL%20METHODS&btnG=
JOURNAL OF PHARMACY PRACTICE;0897-1900;http://jpp.sagepub.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Negócios;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHARMACY%20PRACTICE&btnG=
JOURNAL OF PHARMACY PRACTICE AND RESEARCH;1445-937X;https://onlinelibrary.wiley.com/journal/20552335;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;0,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHARMACY%20PRACTICE%20AND%20RESEARCH&btnG=
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY;1010-6030;https://www.journals.elsevier.com/journal-of-photochemistry-and-photobiology-a-chemistry;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de Área, Relações Internacionais, Ciência Política;Web of Science;0,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHOTOCHEMISTRY%20AND%20PHOTOBIOLOGY%20A-CHEMISTRY&btnG=
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY;1011-1344;https://www.journals.elsevier.com/journal-of-photochemistry-and-photobiology-b-biology;;;Outras / Não Classificado;Geral / Multidisciplinar;Língua e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHOTOCHEMISTRY%20AND%20PHOTOBIOLOGY%20B-BIOLOGY&btnG=
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS;1389-5567;https://www.journals.elsevier.com/journal-of-photochemistry-and-photobiology-c-photochemistry-reviews;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHOTOCHEMISTRY%20AND%20PHOTOBIOLOGY%20C-PHOTOCHEMISTRY%20REVIEWS&btnG=
JOURNAL OF PHYCOLOGY;1529-8817;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8817;;;Outras / Não Classificado;Geral / Multidisciplinar;Multidisciplinar, Química;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHYCOLOGY&btnG=
JOURNAL OF PHYSICAL ORGANIC CHEMISTRY;0894-3230;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1395;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Ambientais, Ciência e Tecnologia Verdes e Sustentáveis;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHYSICAL%20ORGANIC%20CHEMISTRY&btnG=
JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS;0022-3697;https://www.journals.elsevier.com/journal-of-physics-and-chemistry-of-solids;;;Outras / Não Classificado;Geral / Multidisciplinar;Urologia e Nefrologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20PHYSICS%20AND%20CHEMISTRY%20OF%20SOLIDS&btnG=
