Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
CONSULTING PSYCHOLOGY JOURNAL-PRACTICE AND RESEARCH;1065-9293;http://www.apa.org/pubs/journals/cpb/index.aspx;;;Ciências Humanas;Psicologia;Psiquiatria, Psicologia;Web of Science;7;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CONSULTING%20PSYCHOLOGY%20JOURNAL-PRACTICE%20AND%20RESEARCH&btnG=
CONTEMPORARY ASIA ARBITRATION JOURNAL;1999-9747;;;;Ciências Humanas;Psicologia;Neurologia Clínica, Psicologia;Web of Science;1,7;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CONTEMPORARY%20ASIA%20ARBITRATION%20JOURNAL&btnG=
CROSS-CULTURAL RESEARCH;1069-3971;http://ccr.sagepub.com/;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CROSS-CULTURAL%20RESEARCH&btnG=
CRUSTACEANA;0011-216X;http://www.brill.nl/crustaceana;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CRUSTACEANA&btnG=
CULTURE AND DIALOGUE;2222-3282;http://booksandjournals.brillonline.com/content/journals/24683949;;;Ciências Humanas;Geografia;Geografia, Multidisciplinar, Física, Geociências;Web of Science;2,6;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CULTURE%20AND%20DIALOGUE&btnG=
Cahiers Critiques de Therapie Familiale et de Pratiques de Reseaux;1782-1398;http://www.cairn.info/beta/revue.php?ID_REVUE=CTF;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,101;Q4;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cahiers%20Critiques%20de%20Therapie%20Familiale%20et%20de%20Pratiques%20de%20Reseaux&btnG=
Canadian Journal of School Psychology;2154-3984;http://www.uk.sagepub.com/journals/Journal201846/title;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,8;Q3;1,762;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Canadian%20Journal%20of%20School%20Psychology&btnG=
Career Development Quarterly;2161-0045;https://onlinelibrary.wiley.com/journal/21610045;;;Ciências Humanas;Psicologia;Gestão e Contabilidade, Negócios, Psicologia;Scopus;2,3;Q2;0,811;Q2;70.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Career%20Development%20Quarterly&btnG=
Child Language Teaching and Therapy;0265-6590;http://clt.sagepub.com/;;;Ciências Humanas;Psicologia;Ciências Sociais, Profissões da Saúde, Psicologia;Scopus;1,1;Q2;0,433;Q1;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Child%20Language%20Teaching%20and%20Therapy&btnG=
Child and Family Behavior Therapy;1545-228X;https://www.tandfonline.com/loi/wcfb20;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,1;Q3;0,331;Q2;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Child%20and%20Family%20Behavior%20Therapy&btnG=
Childhood;0907-5682;http://chd.sagepub.com/;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,7;Q2;0,591;Q1;81.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Childhood&btnG=
Childhood Education;0009-4056;https://www.tandfonline.com/toc/uced20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Gestão e Contabilidade, Negócios, Psicologia;Scopus;-;-;0,195;Q4;33.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Childhood%20Education&btnG=
Childhood and Philosophy;2525-5061;http://www.e-publicacoes.uerj.br/index.php/childhood/;Missão: Comprometimento com a comunidade acadêmica para construir um periódico democrático, polifónico, sensível às infâncias, de qualidade e potência filosófica e política e, com ele, contribuir para a consolidação de estudos e práticas nos campos da educação filosófica com infâncias, filosofias das infâncias e filosofia com crianças. Número mais recente Childhood & Philosophy (Rio de Janeiro), Volume: 2. Comprometimento com a comunidade acadêmica para construir um periódico democrático, polifónico, sensível às infâncias, de qualidade e potência filosófica e política e, com ele, contribuir para a consolidação de estudos e práticas nos campos da educação filosófica com infâncias, filosofias das infâncias e filosofia com crianças.;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Psicologia;Scopus;0,3;Q4;0,231;Q2;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Childhood%20and%20Philosophy&btnG=
Children and Youth Services Review;0190-7409;https://www.journals.elsevier.com/children-and-youth-services-review;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,7;Q1;0,765;Q1;131.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Children%20and%20Youth%20Services%20Review&btnG=
Children's Geographies;1473-3277;https://www.tandfonline.com/toc/cchg20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;2,2;Q2;0,943;Q1;74.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Children%27s%20Geographies&btnG=
Clinical Psychological Science;2167-7034;https://us.sagepub.com/en-us/nam/journal/clinical-psychological-science;;;Ciências Humanas;Psicologia;Psicologia;Scopus;4,1;Q1;2,264;Q1;86.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Clinical%20Psychological%20Science&btnG=
Clinical Psychologist;1328-4207;https://www.tandfonline.com/toc/rcnp20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,4;Q3;0,617;Q2;33.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Clinical%20Psychologist&btnG=
Clinical Psychology Forum;1747-5732;https://www.bps.org.uk/dcp/clinical-psychology-forum/clinical-psychology-forum_home.cfm;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,179;Q4;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Clinical%20Psychology%20Forum&btnG=
Clinical Psychology: Science and Practice;1468-2850;http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291468-2850;;;Ciências Humanas;Psicologia;Psicologia;Scopus;6,6;Q1;1,773;Q1;131.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Clinical%20Psychology%3A%20Science%20and%20Practice&btnG=
Coaching;1752-1890;https://www.tandfonline.com/toc/rcoa20/current;;;Ciências Humanas;Psicologia;Gestão e Contabilidade, Negócios, Psicologia;Scopus;2;Q3;0,572;Q2;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Coaching&btnG=
Cognition;1873-7838;https://www.journals.elsevier.com/cognition;;;Ciências Humanas;Psicologia;Ciências Sociais, Neurociência, Psicologia;Scopus;2,8;Q1;1,606;Q1;242.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognition&btnG=
Cognition and Emotion;0269-9931;https://www.tandfonline.com/toc/pcem20/current;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;2,2;Q2;0,944;Q1;163.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognition%20and%20Emotion&btnG=
Cognition and Instruction;1532-690X;https://www.tandfonline.com/toc/hcgi20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;2,6;Q2;0,948;Q1;102.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognition%20and%20Instruction&btnG=
Cognition, Brain, Behavior. An Interdisciplinary Journal;2601-226X;;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,193;Q4;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognition%2C%20Brain%2C%20Behavior.%20An%20Interdisciplinary%20Journal&btnG=
Cognitive Behaviour Therapy;1651-2316;https://www.tandfonline.com/toc/sbeh20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;3,2;Q1;1,352;Q1;83.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20Behaviour%20Therapy&btnG=
Cognitive Development;0885-2014;https://www.journals.elsevier.com/cognitive-development;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,8;Q3;0,94;Q2;99.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20Development&btnG=
Cognitive Neuropsychology;1464-0627;https://www.tandfonline.com/toc/pcgn20/current;;;Ciências Humanas;Psicologia;Artes e Humanidades, Neurociência, Psicologia;Scopus;1,7;Q3;0,427;Q1;103.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20Neuropsychology&btnG=
Cognitive Psychology;1095-5623;https://www.journals.elsevier.com/cognitive-psychology;;;Ciências Humanas;Psicologia;Ciência da Computação, Ciências Sociais, Psicologia;Scopus;3;Q1;1,732;Q1;141.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20Psychology&btnG=
Cognitive Science;0364-0213;https://onlinelibrary.wiley.com/journal/15516709;;;Ciências Humanas;Psicologia;Ciência da Computação, Neurociência, Psicologia;Scopus;2,4;Q2;0,978;Q1;146.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20Science&btnG=
Cognitive Systems Research;1389-0417;https://www.journals.elsevier.com/cognitive-systems-research;;;Ciências Humanas;Psicologia;Ciência da Computação, Neurociência, Psicologia;Scopus;2,4;Q2;0,719;Q2;76.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20Systems%20Research&btnG=
Cognitive and Behavioral Practice;1878-187X;https://www.journals.elsevier.com/cognitive-and-behavioral-practice;;;Ciências Humanas;Psicologia;Psicologia;Scopus;2,9;Q1;1,042;Q1;81.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cognitive%20and%20Behavioral%20Practice&btnG=
Complex Psychiatry;2673-3005;http://www.karger.com/CXP;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;1,223;Q1;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Complex%20Psychiatry&btnG=
Comprehensive Results in Social Psychology;2374-3611;https://www.tandfonline.com/toc/rrsp20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,655;Q2;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Comprehensive%20Results%20in%20Social%20Psychology&btnG=
Computers in Human Behavior;0747-5632;https://www.journals.elsevier.com/computers-in-human-behavior;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciência da Computação, Psicologia;Scopus;8,9;Q1;3,072;Q1;302.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Computers%20in%20Human%20Behavior&btnG=
Conflict Resolution Quarterly;1536-5581;https://onlinelibrary.wiley.com/journal/15411508;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,1;Q2;0,3;Q2;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Conflict%20Resolution%20Quarterly&btnG=
Connexions;1776-2804;http://www.cairn.info/revue.php?ID_REVUE=CNX;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,103;Q4;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Connexions&btnG=
Consciousness and Cognition;1053-8100;https://www.journals.elsevier.com/consciousness-and-cognition;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;2;Q2;0,937;Q1;139.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Consciousness%20and%20Cognition&btnG=
Consulting Psychology Journal;1065-9293;http://www.apa.org/pubs/journals/cpb/index.aspx;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,4;Q3;0,364;Q3;57.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Consulting%20Psychology%20Journal&btnG=
Contemporary Educational Psychology;0361-476X;https://www.journals.elsevier.com/contemporary-educational-psychology;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;3,8;Q1;1,86;Q1;148.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Contemporary%20Educational%20Psychology&btnG=
Contemporary Hypnosis and Integrative Therapy;2049-2154;http://www.crownhouse.co.uk/index.php?page=about_journal;;;Ciências Humanas;Psicologia;Profissões da Saúde, Psicologia;Scopus;-;-;0,108;Q4;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Contemporary%20Hypnosis%20and%20Integrative%20Therapy&btnG=
Contemporary Issues in Early Childhood;1463-9491;https://us.sagepub.com/en-us/nam/journal/contemporary-issues-early-childhood;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,8;Q2;0,636;Q2;39.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Contemporary%20Issues%20in%20Early%20Childhood&btnG=
Counseling Outcome Research and Evaluation;2150-1378;https://www.tandfonline.com/toc/uore20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,24;Q3;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Counseling%20Outcome%20Research%20and%20Evaluation&btnG=
Counseling Psychologist;1552-3861;http://tcp.sagepub.com/;;;Ciências Humanas;Psicologia;Psicologia;Scopus;2,8;Q2;1,025;Q2;101.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Counseling%20Psychologist&btnG=
Counseling and Values;0160-7960;https://onlinelibrary.wiley.com/journal/2161007X;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;0,5;Q4;0,309;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Counseling%20and%20Values&btnG=
Counselor Education and Supervision;0011-0035;https://onlinelibrary.wiley.com/journal/15566978;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,6;Q3;0,537;Q2;52.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Counselor%20Education%20and%20Supervision&btnG=
Couple and Family Psychology: Research and Practice;2160-4096;http://www.apa.org/journals/cfp/;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,6;Q2;0,456;Q3;21.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Couple%20and%20Family%20Psychology%3A%20Research%20and%20Practice&btnG=
Creativity;2354-0036;http://www.creativity.uwb.edu.pl;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Ciências da Decisão, Psicologia;Scopus;-;-;0,265;Q1;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Creativity&btnG=
Creativity Research Journal;1532-6934;https://www.tandfonline.com/toc/hcrj20/current;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;3,1;Q1;1,186;Q1;113.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Creativity%20Research%20Journal&btnG=
Cross-Cultural Research;1552-3578;http://ccr.sagepub.com/;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Psicologia;Scopus;1,8;Q2;0,688;Q1;56.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cross-Cultural%20Research&btnG=
Cuadernos de Psicologia del Deporte;1578-8423;http://revistas.um.es/cpd;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,287;Q3;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cuadernos%20de%20Psicologia%20del%20Deporte&btnG=
Cultural Diversity and Ethnic Minority Psychology;1099-9809;http://www.sciencedirect.com/science/journal/10999809;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;2,9;Q1;0,997;Q1;113.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Cultural%20Diversity%20and%20Ethnic%20Minority%20Psychology&btnG=
Culture and Evolution;2939-7375;;;;Ciências Humanas;Psicologia;Ciências Agrárias e Biológicas, Ciências Sociais, Psicologia;Scopus;-;-;0,504;Q1;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Culture%20and%20Evolution&btnG=
Current Directions in Psychological Science;1467-8721;https://us.sagepub.com/en-us/nam/journal/current-directions-psychological-science;;;Ciências Humanas;Psicologia;Psicologia;Scopus;5,8;Q1;2,975;Q1;238.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Current%20Directions%20in%20Psychological%20Science&btnG=
Current Opinion in Psychology;2352-250X;https://www.journals.elsevier.com/current-opinion-in-psychology;;;Ciências Humanas;Psicologia;Psicologia;Scopus;6,9;Q1;3,432;Q1;127.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Current%20Opinion%20in%20Psychology&btnG=
Current Research in Social Psychology;1088-7423;http://bibpurl.oclc.org/web/1237;;;Ciências Humanas;Psicologia;Psicologia;Scopus;0,3;Q4;0,104;Q4;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Current%20Research%20in%20Social%20Psychology&btnG=
DEMONSTRATIO MATHEMATICA;0420-1213;http://demmath.mini.pw.edu.pl;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;1,8;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DEMONSTRATIO%20MATHEMATICA&btnG=
Death Studies;1091-7683;http://www.tandf.co.uk/journals/journal.asp?issn=0748-1187&linktype=1;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;1,8;Q2;0,912;Q1;91.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Death%20Studies&btnG=
Decision;2325-9973;http://www.apa.org/pubs/journals/dec/index.aspx;DECISION is a peer-reviewed journal focusing on the process of decision making in multiple management disciplines. Publishes research addressing the nature ...;;Ciências Humanas;Psicologia;Ciências da Decisão, Psicologia;Scopus;1,2;Q3;0,86;Q2;26.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Decision&btnG=
Decision Support Systems;0167-9236;https://www.journals.elsevier.com/decision-support-systems;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciência da Computação, Ciências da Decisão, Gestão e Contabilidade, Negócios, Psicologia;Scopus;6,8;Q1;2,079;Q1;203.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Decision%20Support%20Systems&btnG=
Deutsche Sprache;0340-9341;https://www.dsdigital.de;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;0,2;-;0,206;Q2;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Deutsche%20Sprache&btnG=
Developmental Neuropsychology;1532-6942;https://www.tandfonline.com/toc/hdvn20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;2,2;Q2;0,492;Q3;114.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Developmental%20Neuropsychology&btnG=
Developmental Psychology;1939-0599;http://www.apa.org/journals/dev/;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;3,1;Q2;1,367;Q1;265.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Developmental%20Psychology&btnG=
Developmental Science;1467-7687;https://onlinelibrary.wiley.com/journal/14677687;;;Ciências Humanas;Psicologia;Neurociência, Psicologia;Scopus;3,2;Q1;1,643;Q1;162.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Developmental%20Science&btnG=
Deviant Behavior;1521-0456;https://www.tandfonline.com/toc/udbh20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,4;Q2;0,684;Q1;74.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Deviant%20Behavior&btnG=
Diagnostica;2190-622X;https://www.hogrefe.ch/produkte/zeitschriften/dia;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,288;Q3;63.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Diagnostica&btnG=
Dialogue;0242-8962;http://www.cairn.info/revue-dialogue.htm;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Psicologia;Scopus;-;-;0,109;Q4;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Dialogue&btnG=
Dreaming;1053-0797;http://www.apa.org/pubs/journals/drm/index.aspx;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,1;Q3;0,38;Q3;49.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Dreaming&btnG=
